citycode,city,countrycode,country,towncode,town,villagecode,villagetypecode,PAC,village
440100000000,广州市,440103000000,荔湾区,440103010000,南源街道,440103010105,111,440103010105111,源溪社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103010000,南源街道,440103010106,111,440103010106111,环翠园社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103010000,南源街道,440103010107,111,440103010107111,和平新村社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103010000,南源街道,440103010108,111,440103010108111,电业社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103010000,南源街道,440103010109,111,440103010109111,青年社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103010000,南源街道,440103010110,111,440103010110111,西焦社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103010000,南源街道,440103010111,111,440103010111111,澳口社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103010000,南源街道,440103010112,111,440103010112111,塘前新社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103010000,南源街道,440103010113,111,440103010113111,荔港南湾社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103010000,南源街道,440103010114,111,440103010114111,西关海社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103011000,西村街道,440103011101,111,440103011101111,西湾社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103011000,西村街道,440103011102,111,440103011102111,大岗元社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103011000,西村街道,440103011103,111,440103011103111,长乐社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103011000,西村街道,440103011104,111,440103011104111,西湾东社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103011000,西村街道,440103011105,111,440103011105111,广雅社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103011000,西村街道,440103011106,111,440103011106111,环市西苑社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103011000,西村街道,440103011107,111,440103011107111,增埗社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103011000,西村街道,440103011108,111,440103011108111,协和社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103011000,西村街道,440103011109,111,440103011109111,岭南湾畔社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103011000,西村街道,440103011110,111,440103011110111,和苑社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103012000,站前街道,440103012101,111,440103012101111,站西社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103012000,站前街道,440103012103,111,440103012103111,西站社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103012000,站前街道,440103012104,111,440103012104111,陈岗社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103012000,站前街道,440103012105,111,440103012105111,流花社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103012000,站前街道,440103012106,111,440103012106111,侨苑社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103012000,站前街道,440103012107,111,440103012107111,克山社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103013000,桥中街道,440103013101,111,440103013101111,东海社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103013000,桥中街道,440103013102,111,440103013102111,坦尾社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103013000,桥中街道,440103013103,111,440103013103111,河沙社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103013000,桥中街道,440103013104,111,440103013104111,恒海社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103013000,桥中街道,440103013105,111,440103013105111,颐和社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103013000,桥中街道,440103013106,111,440103013106111,长安社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103013000,桥中街道,440103013107,111,440103013107111,江悦社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103014000,白鹤洞街道,440103014001,112,440103014001112,鹤洞社区居委会
440100000000,广州市,440103000000,荔湾区,440103014000,白鹤洞街道,440103014002,111,440103014002111,鹤建里社区居委会
440100000000,广州市,440103000000,荔湾区,440103014000,白鹤洞街道,440103014005,111,440103014005111,山顶社区居委会
440100000000,广州市,440103000000,荔湾区,440103014000,白鹤洞街道,440103014008,111,440103014008111,鹤平社区居委会
440100000000,广州市,440103000000,荔湾区,440103014000,白鹤洞街道,440103014009,111,440103014009111,鹤翔社区居委会
440100000000,广州市,440103000000,荔湾区,440103014000,白鹤洞街道,440103014010,111,440103014010111,鹤园社区居委会
440100000000,广州市,440103000000,荔湾区,440103014000,白鹤洞街道,440103014011,111,440103014011111,观鹤社区居委会
440100000000,广州市,440103000000,荔湾区,440103014000,白鹤洞街道,440103014012,111,440103014012111,金道社区居委会
440100000000,广州市,440103000000,荔湾区,440103014000,白鹤洞街道,440103014013,111,440103014013111,观御社区居委会
440100000000,广州市,440103000000,荔湾区,440103014000,白鹤洞街道,440103014014,111,440103014014111,曼宁社区居委会
440100000000,广州市,440103000000,荔湾区,440103014000,白鹤洞街道,440103014015,111,440103014015111,融穗社区居委会
440100000000,广州市,440103000000,荔湾区,440103014000,白鹤洞街道,440103014016,111,440103014016111,海颂社区居委会
440100000000,广州市,440103000000,荔湾区,440103014000,白鹤洞街道,440103014017,111,440103014017111,华尚社区居委会
440100000000,广州市,440103000000,荔湾区,440103014000,白鹤洞街道,440103014018,111,440103014018111,佳汇社区居委会
440100000000,广州市,440103000000,荔湾区,440103015000,冲口街道,440103015001,111,440103015001111,鹤松社区居委会
440100000000,广州市,440103000000,荔湾区,440103015000,冲口街道,440103015002,112,440103015002112,沙涌社区居委会
440100000000,广州市,440103000000,荔湾区,440103015000,冲口街道,440103015004,111,440103015004111,杏花社区居委会
440100000000,广州市,440103000000,荔湾区,440103015000,冲口街道,440103015005,111,440103015005111,联合围社区居委会
440100000000,广州市,440103000000,荔湾区,440103015000,冲口街道,440103015006,111,440103015006111,兄弟园社区居委会
440100000000,广州市,440103000000,荔湾区,440103015000,冲口街道,440103015007,111,440103015007111,聚龙社区居委会
440100000000,广州市,440103000000,荔湾区,440103015000,冲口街道,440103015008,112,440103015008112,罗涌社区居委会
440100000000,广州市,440103000000,荔湾区,440103015000,冲口街道,440103015009,112,440103015009112,坑口社区居委会
440100000000,广州市,440103000000,荔湾区,440103015000,冲口街道,440103015010,111,440103015010111,汇兴社区居委会
440100000000,广州市,440103000000,荔湾区,440103015000,冲口街道,440103015011,111,440103015011111,怡苑社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103016000,花地街道,440103016001,111,440103016001111,明心路社区居委会
440100000000,广州市,440103000000,荔湾区,440103016000,花地街道,440103016003,111,440103016003111,民治社区居委会
440100000000,广州市,440103000000,荔湾区,440103016000,花地街道,440103016004,111,440103016004111,怡芳苑社区居委会
440100000000,广州市,440103000000,荔湾区,440103016000,花地街道,440103016005,111,440103016005111,新隆沙社区居委会
440100000000,广州市,440103000000,荔湾区,440103016000,花地街道,440103016006,111,440103016006111,小策社区居委会
440100000000,广州市,440103000000,荔湾区,440103016000,花地街道,440103016008,111,440103016008111,中市社区居委会
440100000000,广州市,440103000000,荔湾区,440103016000,花地街道,440103016009,111,440103016009111,花地城社区居委会
440100000000,广州市,440103000000,荔湾区,440103016000,花地街道,440103016010,111,440103016010111,恒荔湾畔社区居民委员会
440100000000,广州市,440103000000,荔湾区,440103017000,石围塘街道,440103017001,111,440103017001111,山村社区居委会
440100000000,广州市,440103000000,荔湾区,440103017000,石围塘街道,440103017002,111,440103017002111,山溪社区居委会
440100000000,广州市,440103000000,荔湾区,440103017000,石围塘街道,440103017003,111,440103017003111,杉栏社区居委会
440100000000,广州市,440103000000,荔湾区,440103017000,石围塘街道,440103017004,111,440103017004111,如意社区居委会
440100000000,广州市,440103000000,荔湾区,440103017000,石围塘街道,440103017005,112,440103017005112,南塘社区居委会
440100000000,广州市,440103000000,荔湾区,440103017000,石围塘街道,440103017006,112,440103017006112,秀水社区居委会
440100000000,广州市,440103000000,荔湾区,440103017000,石围塘街道,440103017007,111,440103017007111,塞坝口社区居委会
440100000000,广州市,440103000000,荔湾区,440103017000,石围塘街道,440103017008,111,440103017008111,万盛社区居委会
440100000000,广州市,440103000000,荔湾区,440103017000,石围塘街道,440103017009,111,440103017009111,桥东社区居委会
440100000000,广州市,440103000000,荔湾区,440103017000,石围塘街道,440103017010,111,440103017010111,滘口社区居委会
440100000000,广州市,440103000000,荔湾区,440103017000,石围塘街道,440103017011,111,440103017011111,芳雅苑社区居委会
440100000000,广州市,440103000000,荔湾区,440103017000,石围塘街道,440103017012,111,440103017012111,逸彩社区居委会
440100000000,广州市,440103000000,荔湾区,440103017000,石围塘街道,440103017013,112,440103017013112,岭南社区居委会
440100000000,广州市,440103000000,荔湾区,440103017000,石围塘街道,440103017014,111,440103017014111,芳盈社区居委会
440100000000,广州市,440103000000,荔湾区,440103017000,石围塘街道,440103017015,111,440103017015111,芳彩社区居委会
440100000000,广州市,440103000000,荔湾区,440103018000,茶滘街道,440103018001,111,440103018001111,茶滘新村社区居委会
440100000000,广州市,440103000000,荔湾区,440103018000,茶滘街道,440103018002,111,440103018002111,合兴苑社区居委会
440100000000,广州市,440103000000,荔湾区,440103018000,茶滘街道,440103018003,112,440103018003112,汾水社区居委会
440100000000,广州市,440103000000,荔湾区,440103018000,茶滘街道,440103018004,111,440103018004111,花苑社区居委会
440100000000,广州市,440103000000,荔湾区,440103018000,茶滘街道,440103018005,111,440103018005111,永安社区居委会
440100000000,广州市,440103000000,荔湾区,440103018000,茶滘街道,440103018006,111,440103018006111,芬芳社区居委会
440100000000,广州市,440103000000,荔湾区,440103018000,茶滘街道,440103018007,111,440103018007111,金兰社区居委会
440100000000,广州市,440103000000,荔湾区,440103018000,茶滘街道,440103018008,112,440103018008112,葵蓬社区居委会
440100000000,广州市,440103000000,荔湾区,440103018000,茶滘街道,440103018009,111,440103018009111,红棉社区居委会
440100000000,广州市,440103000000,荔湾区,440103018000,茶滘街道,440103018011,111,440103018011111,乐怡居社区居委会
440100000000,广州市,440103000000,荔湾区,440103019000,东漖街道,440103019001,111,440103019001111,康乃馨社区居委会
440100000000,广州市,440103000000,荔湾区,440103019000,东漖街道,440103019003,112,440103019003112,东漖社区居委会
440100000000,广州市,440103000000,荔湾区,440103019000,东漖街道,440103019004,112,440103019004112,西塱社区居委会
440100000000,广州市,440103000000,荔湾区,440103019000,东漖街道,440103019005,111,440103019005111,芳村花园社区居委会
440100000000,广州市,440103000000,荔湾区,440103019000,东漖街道,440103019007,111,440103019007111,芳和花园第一社区居委会
440100000000,广州市,440103000000,荔湾区,440103019000,东漖街道,440103019008,112,440103019008112,裕安社区居委会
440100000000,广州市,440103000000,荔湾区,440103020000,海龙街道,440103020001,111,440103020001111,增滘社区居委会
440100000000,广州市,440103000000,荔湾区,440103020000,海龙街道,440103020002,112,440103020002112,海北社区居委会
440100000000,广州市,440103000000,荔湾区,440103020000,海龙街道,440103020003,112,440103020003112,龙溪社区居委会
440100000000,广州市,440103000000,荔湾区,440103020000,海龙街道,440103020004,111,440103020004111,龙湾社区居委会
440100000000,广州市,440103000000,荔湾区,440103020000,海龙街道,440103020005,111,440103020005111,大和社区居委会
440100000000,广州市,440103000000,荔湾区,440103020000,海龙街道,440103020006,111,440103020006111,江北社区居委会
440100000000,广州市,440103000000,荔湾区,440103021000,东沙街道,440103021001,111,440103021001111,南漖社区居委会会
440100000000,广州市,440103000000,荔湾区,440103021000,东沙街道,440103021002,111,440103021002111,东塱社区居委会会
440100000000,广州市,440103000000,荔湾区,440103021000,东沙街道,440103021003,112,440103021003112,沙洛社区居委会会
440100000000,广州市,440103000000,荔湾区,440103021000,东沙街道,440103021004,111,440103021004111,金宇社区居委会会
440100000000,广州市,440103000000,荔湾区,440103022000,中南街道,440103022001,112,440103022001112,海中社区居委会会
440100000000,广州市,440103000000,荔湾区,440103022000,中南街道,440103022002,111,440103022002111,海南社区居委会会
440100000000,广州市,440104000000,越秀区,440104001000,洪桥街道,440104001007,111,440104001007111,三眼井社区居委会
440100000000,广州市,440104000000,越秀区,440104001000,洪桥街道,440104001101,111,440104001101111,德源里社区居委会
440100000000,广州市,440104000000,越秀区,440104001000,洪桥街道,440104001102,111,440104001102111,丹桂里社区居委会
440100000000,广州市,440104000000,越秀区,440104001000,洪桥街道,440104001104,111,440104001104111,洪庆坊社区居委会
440100000000,广州市,440104000000,越秀区,440104001000,洪桥街道,440104001110,111,440104001110111,越秀山社区居委会
440100000000,广州市,440104000000,越秀区,440104001000,洪桥街道,440104001112,111,440104001112111,北园社区居委会
440100000000,广州市,440104000000,越秀区,440104001000,洪桥街道,440104001113,111,440104001113111,马庄巷社区居委会
440100000000,广州市,440104000000,越秀区,440104001000,洪桥街道,440104001114,111,440104001114111,法政社区居委会
440100000000,广州市,440104000000,越秀区,440104003000,北京街道,440104003104,111,440104003104111,流水井社区居委会
440100000000,广州市,440104000000,越秀区,440104003000,北京街道,440104003107,111,440104003107111,龙藏社区居委会
440100000000,广州市,440104000000,越秀区,440104003000,北京街道,440104003108,111,440104003108111,盐运西社区居委会
440100000000,广州市,440104000000,越秀区,440104003000,北京街道,440104003110,111,440104003110111,仙湖社区居委会
440100000000,广州市,440104000000,越秀区,440104003000,北京街道,440104003111,111,440104003111111,高第社区居委会
440100000000,广州市,440104000000,越秀区,440104003000,北京街道,440104003113,111,440104003113111,莲花井社区居委会
440100000000,广州市,440104000000,越秀区,440104003000,北京街道,440104003117,111,440104003117111,财厅前社区居委会
440100000000,广州市,440104000000,越秀区,440104003000,北京街道,440104003119,111,440104003119111,都府社区居委会
440100000000,广州市,440104000000,越秀区,440104003000,北京街道,440104003120,111,440104003120111,长胜里社区居委会
440100000000,广州市,440104000000,越秀区,440104003000,北京街道,440104003122,111,440104003122111,雅荷塘社区居委会
440100000000,广州市,440104000000,越秀区,440104003000,北京街道,440104003123,111,440104003123111,仁生里社区居委会
440100000000,广州市,440104000000,越秀区,440104003000,北京街道,440104003125,111,440104003125111,禺山社区居委会
440100000000,广州市,440104000000,越秀区,440104003000,北京街道,440104003126,111,440104003126111,广卫社区居委会
440100000000,广州市,440104000000,越秀区,440104004000,六榕街道,440104004102,111,440104004102111,旧南海县社区居委会
440100000000,广州市,440104000000,越秀区,440104004000,六榕街道,440104004103,111,440104004103111,文园巷社区居委会
440100000000,广州市,440104000000,越秀区,440104004000,六榕街道,440104004104,111,440104004104111,稻谷仓社区居委会
440100000000,广州市,440104000000,越秀区,440104004000,六榕街道,440104004105,111,440104004105111,兴隆东社区居委会
440100000000,广州市,440104000000,越秀区,440104004000,六榕街道,440104004107,111,440104004107111,盘福社区居委会
440100000000,广州市,440104000000,越秀区,440104004000,六榕街道,440104004111,111,440104004111111,兰湖里社区居委会
440100000000,广州市,440104000000,越秀区,440104004000,六榕街道,440104004115,111,440104004115111,双井社区居委会
440100000000,广州市,440104000000,越秀区,440104004000,六榕街道,440104004116,111,440104004116111,象岗山社区居委会
440100000000,广州市,440104000000,越秀区,440104004000,六榕街道,440104004117,111,440104004117111,流花湖社区居委会
440100000000,广州市,440104000000,越秀区,440104004000,六榕街道,440104004121,111,440104004121111,彭家巷社区居委会
440100000000,广州市,440104000000,越秀区,440104004000,六榕街道,440104004122,111,440104004122111,第一津社区居委会
440100000000,广州市,440104000000,越秀区,440104004000,六榕街道,440104004123,111,440104004123111,凉亭坊社区居委会
440100000000,广州市,440104000000,越秀区,440104004000,六榕街道,440104004124,111,440104004124111,司马坊社区居委会
440100000000,广州市,440104000000,越秀区,440104004000,六榕街道,440104004125,111,440104004125111,迎寿里社区居委会
440100000000,广州市,440104000000,越秀区,440104004000,六榕街道,440104004126,111,440104004126111,嘉和苑社区居委会
440100000000,广州市,440104000000,越秀区,440104004000,六榕街道,440104004127,111,440104004127111,驷马涌社区居委会
440100000000,广州市,440104000000,越秀区,440104005000,流花街道,440104005101,111,440104005101111,桂花岗社区居委会
440100000000,广州市,440104000000,越秀区,440104005000,流花街道,440104005102,111,440104005102111,桂花苑社区居委会
440100000000,广州市,440104000000,越秀区,440104005000,流花街道,440104005103,111,440104005103111,火车站社区居委会
440100000000,广州市,440104000000,越秀区,440104005000,流花街道,440104005104,111,440104005104111,流花桥社区居委会
440100000000,广州市,440104000000,越秀区,440104005000,流花街道,440104005106,111,440104005106111,花果山社区居委会
440100000000,广州市,440104000000,越秀区,440104007000,光塔街道,440104007101,111,440104007101111,马鞍北社区居委会
440100000000,广州市,440104000000,越秀区,440104007000,光塔街道,440104007103,111,440104007103111,师好巷社区居委会
440100000000,广州市,440104000000,越秀区,440104007000,光塔街道,440104007106,111,440104007106111,云台里社区居委会
440100000000,广州市,440104000000,越秀区,440104007000,光塔街道,440104007107,111,440104007107111,回龙里社区居委会
440100000000,广州市,440104000000,越秀区,440104007000,光塔街道,440104007109,111,440104007109111,和义巷社区居委会
440100000000,广州市,440104000000,越秀区,440104007000,光塔街道,440104007110,111,440104007110111,怡乐里社区居委会
440100000000,广州市,440104000000,越秀区,440104007000,光塔街道,440104007111,111,440104007111111,杏花巷社区居委会
440100000000,广州市,440104000000,越秀区,440104007000,光塔街道,440104007115,111,440104007115111,孝友东社区居委会
440100000000,广州市,440104000000,越秀区,440104007000,光塔街道,440104007116,111,440104007116111,观绿社区居委会
440100000000,广州市,440104000000,越秀区,440104007000,光塔街道,440104007117,111,440104007117111,七株榕社区居委会
440100000000,广州市,440104000000,越秀区,440104007000,光塔街道,440104007118,111,440104007118111,温良里社区居委会
440100000000,广州市,440104000000,越秀区,440104007000,光塔街道,440104007122,111,440104007122111,三元巷社区居委会
440100000000,广州市,440104000000,越秀区,440104007000,光塔街道,440104007123,111,440104007123111,福地巷社区居委会
440100000000,广州市,440104000000,越秀区,440104007000,光塔街道,440104007124,111,440104007124111,陶家巷社区居委会
440100000000,广州市,440104000000,越秀区,440104007000,光塔街道,440104007125,111,440104007125111,祝寿巷社区居委会
440100000000,广州市,440104000000,越秀区,440104007000,光塔街道,440104007128,111,440104007128111,象牙北社区居委会
440100000000,广州市,440104000000,越秀区,440104010000,人民街道,440104010101,111,440104010101111,安业里社区居委会
440100000000,广州市,440104000000,越秀区,440104010000,人民街道,440104010104,111,440104010104111,兴贤里社区居委会
440100000000,广州市,440104000000,越秀区,440104010000,人民街道,440104010106,111,440104010106111,海珠石社区居委会
440100000000,广州市,440104000000,越秀区,440104010000,人民街道,440104010107,111,440104010107111,果菜西社区居委会
