0,1,2,3,4,5
B03017W9Q6,,长安郊野公园,风景名胜;公园广场;公园,长安镇咸西大道莲花山,"113.808336,22.840445"
B02F37WRRR,,平峦山公园,风景名胜;公园广场;公园,前进二路与宝田三路交叉口(桃源居),"113.876462,22.608322"
B02F37WDT7,,麒麟山公园,风景名胜;公园广场;公园,松岗麒麟山,"113.84855,22.784013"
B02F37VQAF,,长圳公园,风景名胜;公园广场;公园,长圳路36号对面,"113.919926,22.717453"
B02F37VJ0E,,上村狮山公园,风景名胜;公园广场;公园,公明上村同福裕旭发科技园旁,"113.910701,22.794969"
B02F37VIOL,,海滨公园,风景名胜;公园广场;公园,固戍村,"113.845593,22.587506"
B02F30ABLI,,下村公园,风景名胜;公园广场;公园,昌宏百货西侧,"113.884769,22.791281"
B02F30ABGS,,西田公园,风景名胜;公园广场;公园,西田村西田路,"113.902469,22.802056"
B02F30242A,,中山公园,风景名胜;公园广场;公园,南山大道3109号(近汇泉广场),"113.918973,22.547835"
B02F301A51,,红花山公园,风景名胜;公园广场;公园,振明路88号,"113.901239,22.780791"
B0FFI93FVO,,三围公园,风景名胜;公园广场;公园,三围北路67号附近,"113.844234,22.614995"
B0FFFT7JQP,,凤凰社区文体公园,风景名胜;公园广场;公园,岭北六路8号附近,"113.838739,22.699989"
B0FFFA2CIL,,公明街心公园,风景名胜;公园广场;公园,中英珠宝旁边,"113.889302,22.784574"
B02F38IYNI,,南昌公园,风景名胜;公园广场;公园,南昌路,"113.841143,22.596247"
B0FFINMUH7,,82区社区公园,风景名胜;公园广场;公园,明玉路16-55号,"113.882808,22.563738"
B02F38NJC7,,迳口社区公园,风景名胜;公园广场;公园,178乡道宝安区图书馆光明迳口分馆附近,"113.966801,22.765442"
B02F309PK0,,碧泰园,风景名胜;公园广场;公园,碧头社区,"113.810785,22.779501"
B0FFGZTO1J,,洪桥头公园,风景名胜;公园广场;公园,中国邮政门口,"113.84116,22.786328"
B02F38J554,,街心公园,风景名胜;公园广场;公园,西乡大道231号,"113.882507,22.589542"
B0FFFWU1L5,,明湖城市公园,风景名胜;公园广场;公园,塘尾社区,"113.89238,22.737323"
B02F37VP1J,,西乡公园,风景名胜;公园广场;公园,富成路160号,"113.881102,22.577142"
B0FFHFBSJE,,光明新城公园,风景名胜;公园广场;公园,光明街道公园路,"113.943607,22.747508"
B0FFFC0B0O,,铁岗公园,风景名胜;公园广场;公园,[],"113.890708,22.599658"
B03017UXQU,,将军山烈士纪念公园,风景名胜;公园广场;公园,长东路与将军街交口处,"113.812857,22.802666"
B03017UOGA,,杨屋马鞍山生态公园,风景名胜;公园广场;公园,大兴路(杨屋村林场南侧),"113.852284,22.836359"
B02F38NU6H,,松坪山公园,风景名胜;公园广场;公园,乌石头路9号,"113.947283,22.558571"
B02F38JIF5,,翠湖公园,风景名胜;公园广场;公园,光明荔园路国土局光明所附近,"113.945935,22.766123"
B02F37VP61,,灵芝公园,风景名胜;公园广场;公园,前进一路80号(灵芝地铁站B2口步行470米),"113.907567,22.569468"
B02F37VJS5,,茭塘公园,风景名胜;公园广场;公园,沙井街道办茭塘居委会,"113.809791,22.720981"
B0FFGG5D98,,象山公园(西坊一街),风景名胜;公园广场;公园,李屋西坊街与西坊一街交叉口东150米,"113.782212,22.789867"
B0FFF4GMH9,,东坑社区公园,风景名胜;公园广场;公园,凤凰街道东隆路52号,"113.914991,22.754973"
B0FFHVOZ9J,,立新湖公园,风景名胜;公园广场;公园,桥头社区稔山二路8号,"113.820467,22.685008"
B0FFGH42RO,,石岩湿地公园,风景名胜;公园广场;公园,石岩河,"113.911142,22.689513"
B0FFG88Y3L,,深圳沙井公园,风景名胜;公园广场;公园,将军路与教育北路交叉口东200米,"113.819106,22.73745"
B0FFFWKZK2,,荔山公园,风景名胜;公园广场;公园,同富裕工业园,"113.956034,22.794123"
B0FFFRL3YM,,文天祥公园,风景名胜;公园广场;公园,长安镇,"113.832803,22.812037"
B0FFFFVGUU,,翠岗公园,风景名胜;公园广场;公园,翠岗西路52号,"113.822357,22.664839"
B03018KSYF,,猫山公园,风景名胜;公园广场;公园,长安镇猫山路,"113.765263,22.77274"
B03017WI1V,,上沙体育公园,风景名胜;公园广场;公园,长安镇上沙中山北路41号,"113.757741,22.784467"
B03017V7UQ,,长安体育公园,风景名胜;公园广场;公园,长安镇锦绣路160号,"113.798575,22.822656"
B02F38MTKK,,碧海湾公园,风景名胜;公园广场;公园,新湖路317号,"113.853039,22.583987"
B02F38ME0U,,薯田埔龟山公园,风景名胜;公园广场;公园,马田街道薯田埔社区,"113.874208,22.776064"
B02F38JF3I,,花果山公园,风景名胜;公园广场;公园,107国道松岗街道花果山居委会侧(松岗医院对面),"113.84337,22.772637"
B02F38J5SY,,铁仔山公园,风景名胜;公园广场;公园,西城工业城内,"113.86359,22.592355"
B02F38IGU3,,大沙河公园,风景名胜;公园广场;公园,北环大道8228号,"113.961327,22.556822"
B02F37VQOC,,大王山公园,风景名胜;公园广场;公园,沙井镇沙井路,"113.808401,22.713722"
B02F37VM42,,前海花卉公园,风景名胜;公园广场;公园,荷兰花卉小镇旁,"113.911501,22.545777"
B02F37VJNN,,罗田社区公园,风景名胜;公园广场;公园,富裕路东50米,"113.874465,22.803785"
B02F37VJH7,,麻磡公园,风景名胜;公园广场;公园,西丽麻磡村,"113.951384,22.634626"
B02F37VI8S,,罗租岭公园,风景名胜;公园广场;公园,石岩街道罗租社区如意路167号,"113.936559,22.675899"
B02F37V8OZ,,新桥中心公园,风景名胜;公园广场;公园,新沙路164号,"113.831412,22.729296"
B02F302E7D,,新安公园,风景名胜;公园广场;公园,前进一路,"113.911801,22.563413"
B0FFG92N8P,,利达公园,风景名胜;公园广场;公园,利达路金达花园南侧约30米,"113.836446,22.633177"
B0FFG1YW6J,,古庙公园,风景名胜;公园广场;公园,黄江镇田心村,"113.974627,22.842242"
B02F37VQPE,,料坑社区公园,风景名胜;公园广场;公园,S33南光高速洲石公路入口附近,"113.893721,22.668654"
B0FFG03IXX,,大浪社区公园,风景名胜;公园广场;公园,创业二路105-1号附近,"113.91055,22.575228"
B0FFHJCRX5,,塘尾社区公园,风景名胜;公园广场;公园,凤凰塘尾社区塘尾路和高墩北路之间社区综合大楼旁边,"113.904989,22.750401"
B0FFH6SL1U,,甲子塘社区公园,风景名胜;公园广场;公园,甲子塘路四巷12号附近,"113.917817,22.731581"
B02F38NJDF,,沙湾公园,风景名胜;公园广场;公园,沙湾村北四巷与延康路交口处附近,"113.841342,22.592954"
B02F37V8YZ,,流塘公园,风景名胜;公园广场;公园,前进二路正集源大厦旁边,"113.891812,22.582953"
B0FFGDRZAN,,宝源街心公园,风景名胜;公园广场;公园,宝源南路1016号附近,"113.871986,22.563096"
B0FFGBKAUP,,高新中四道社区公园,风景名胜;公园广场;公园,南山区科技园警察花园(高新中四道南),"113.936423,22.542371"
B0FFG7Q80Z,B02F38R59B,海乐社区公园(新安一路),风景名胜;公园广场;公园,安乐二街与新安一路交叉路口北侧,"113.904606,22.55572"
B0FFJAJC52,,广田街心公园,风景名胜;公园广场;公园,第二工业大道185号附近,"113.838621,22.800042"
B0FFIMTRF2,,凤鸣街心公园,风景名胜;公园广场;公园,光明区光侨路1013号附近,"113.892527,22.720581"
B02F37VJD1,,西门公园,风景名胜;公园广场;公园,怀德大村一巷,"113.815669,22.666906"
B0FFGZ08HI,,85区社区公园,风景名胜;公园广场;公园,金桂街深圳新锦安海纳公馆西北侧约50米,"113.893141,22.554726"
B0FFGTHO78,,李松蓢社区公园,风景名胜;公园广场;公园,松明路7号附近,"113.889224,22.799393"
B0FFIKWSEX,,文塔公园,风景名胜;公园广场;公园,凤凰山大道182附近,"113.836766,22.690763"
B02F38K5MK,,海乐社区公园,风景名胜;公园广场;公园,宝安大道与创业一路交汇处(翻身地铁站A口步行60米),"113.892821,22.558645"
B02F309XH2,,后山花园,风景名胜;公园广场;公园,洲石路739号,"113.870627,22.630659"
B02F38K7GP,,濠江社区公园,风景名胜;公园广场;公园,宝民一路与宝农一巷交汇处50米,"113.905041,22.558055"
B0FFGUDIOP,,燕川社区公园,风景名胜;公园广场;公园,松岗街道燕罗路34号,"113.858195,22.798256"
B03018I6QI,,河东公园,风景名胜;公园广场;公园,长安镇环村东路,"113.803328,22.793159"
B0FFH9AZWI,,白芒公园,风景名胜;公园广场;公园,白芒村,"113.942152,22.622989"
B0FFF9ZY4K,B0FFJ9BHNB,新桥市民广场-广场体育公园,风景名胜;公园广场;公园,沙井街道上星路119号(华一学校对面),"113.832282,22.72567"
B02F309R88,,大顶岭山林公园,风景名胜;公园广场;公园,光明农场内,"113.967446,22.757015"
B0FFH0IFHG,,纪元体育公园,风景名胜;公园广场;公园,文华路,"113.947636,22.548711"
B02F38JMRI,,马家龙街心公园,风景名胜;公园广场;公园,艺园路与正云路交汇处东北角,"113.92873,22.543369"
B0FFG7MNXB,,安乐大运林,风景名胜;公园广场;公园,新安一路3007号,"113.899437,22.551863"
B0FFI1SPYJ,B0FFI9QF7Q,虚拟大学园社区公园,风景名胜;公园广场;公园,科园路武汉大学深圳产学研大楼旁,"113.944931,22.529994"
B0FFHODMGI,,古城社区公园,风景名胜;公园广场;公园,深南大道南头新安古城南门东侧,"113.921540,22.541390"
B0FFGIVGNO,,马家龙社区公园,风景名胜;公园广场;公园,玉泉路126号,"113.927775,22.546375"
B03017UXIJ,,龙山公园,风景名胜;公园广场;公园,长安镇锦厦村,"113.804646,22.796498"
B02F38NJAK,,塘尾社区公园,风景名胜;公园广场;公园,塘尾社区接福路61-3号,"113.808007,22.705285"
B0FFGA017I,,中山公园,风景名胜;公园广场;公园,中山北路31号,"113.756812,22.790677"
B03017UXW5,,笔架山公园,风景名胜;公园广场;公园,陈屋正路与乌沙环南路交叉口处附近,"113.784467,22.78535"
B02F38NJD8,,黄田公园,风景名胜;公园广场;公园,航城街道利达路与凯成二路交汇处东北侧,"113.841546,22.629829"
B02F37WDLF,,燕岭公园,风景名胜;公园广场;公园,红湖路92斜对面,"113.862152,22.808639"
B0FFGLCZC2,,洪浪公园,风景名胜;公园广场;公园,洪文路1号,"113.916387,22.570128"
B0FFIVPDDV,,新安法治文化主题公园,风景名胜;公园广场;公园,宝民一路14附近,"113.907310,22.557268"
B02F38NJBM,,23区社区公园,风景名胜;公园广场;公园,大宝路与海圳路交叉路口往西南约110米,"113.914934,22.575284"
B0FFGY5UK0,,企龙山足球公园,风景名胜;公园广场;公园,水库路附近,"113.889126,22.597863"
B0FFGLZOXJ,,上排公园,风景名胜;公园广场;公园,上排北八巷9号(上屋地铁站C1口步行410米),"113.934643,22.688909"
B0FFGFVKSH,,新农村公园,风景名胜;公园广场;公园,上新路与新辉路交汇处东北200米,"113.778616,22.803533"
B0FFFVUT9A,,星堂公园,风景名胜;公园广场;公园,宏丰路5号,"113.826017,22.803915"
B02F37VM4J,,石鼓山公园,风景名胜;公园广场;公园,石鼓路石景湾花园附近,"113.950471,22.578345"
B02F38IOFL,,臣田公园,风景名胜;公园广场;公园,宝田一路16号,"113.877095,22.592872"
B02F37V8OU,,坣岗公园,风景名胜;公园广场;公园,沙井镇坣岗社区湖滨路13号,"113.822896,22.73121"
B0FFF4H2MR,,碧园路社区公园,风景名胜;公园广场;公园,河心南路77附近,"113.947073,22.757049"
B0FFH1YR1E,,后瑞公园,风景名胜;公园广场;公园,后瑞新瑞二区五巷后瑞华庭(后瑞地铁站B口步行230米),"113.836312,22.630941"
B0FFIW8DVI,,朗山社区公园,风景名胜;公园广场;公园,朗山路26,"113.937154,22.557501"
B0FFHSIAYK,,上川社区街心公园,风景名胜;公园广场;公园,裕安二路73号附近,"113.903309,22.574757"
B0FFFCOVKL,,向南公园,风景名胜;公园广场;公园,向南东村统建楼6栋旁向南(南山地铁站A口步行160米),"113.920668,22.523624"
B0FFJRRGOM,,福海消防主题公园,风景名胜;公园广场;公园|风景名胜;风景名胜;风景名胜,福海街道福洲大道,"113.786706,22.675251"
B0FFGTORN9,,石岩新村社区公园,风景名胜;公园广场;公园,石岩新村二巷附近,"113.923363,22.675389"
B0GRBRF6ES,,玉龙湾公园,风景名胜;公园广场;公园,龙湾路田寮加油站松白路北侧约100米,"113.906516,22.728271"
B0FFLKM6AO,,玉塘孔雀主题绿雕园,风景名胜;公园广场;公园,龙湾路田寮幼儿园(田明街九巷)西侧约50米,"113.899106,22.727367"
B0FFLC73GO,,白石厦体育公园,风景名胜;公园广场;公园,温馨路(立新湖公园东南侧),"113.821686,22.680188"
B0FFJUTHNO,B02F37U63X,深圳市公园管理中心-塘朗山郊野公园,风景名胜;公园广场;公园,珠光路60号珠光村-东区珠光村东区107栋,"113.978683,22.566766"
B0FFIIHL8P,,黄麻布公园,风景名胜;公园广场;公园,黄麻布路78号,"113.867793,22.665963"
B0FFFWOHM0,,碧眼休闲公园,风景名胜;公园广场;公园,光明办事处,"113.95273,22.752104"
B02F38IY7I,,碧头社区公园,风景名胜;公园广场;公园,喜洋洋超市楼下,"113.814811,22.779677"
B02F38J3SV,,康和公园,风景名胜;公园广场;公园,福永镇和平和顺路,"113.798165,22.689165"
B0HKS5WLBX,,云之园,风景名胜;公园广场;公园,科技南路(高新南地铁站A口步行230米),"113.949525,22.531938"
B0HBKDOF2G,,长圳儿童公园,风景名胜;公园广场;公园,悦群路与光侨路交叉路口往南约200米,"113.926395,22.722953"
B0H3P73RT0,,明心园,风景名胜;公园广场;公园,明政路与光侨路交叉口西180米,"113.947074,22.741573"
B0GUAXEUTJ,B02F38NJAK,塘尾社区菠萝山公园,风景名胜;公园广场;公园,接福路69号附近,"113.808208,22.705678"
B0G12NIJTQ,,乐园-楽园公园,风景名胜;公园广场;公园,兴华一路北东二巷与创业一路辅路交叉口西20米,"113.898346,22.562277"
B0FFM7EHCP,,廉政文化公园,风景名胜;公园广场;公园,步涌村前大路步涌侨亲别墅北侧约140米,"113.813604,22.752832"
B0FFLIXTTH,,官田社区公园,风景名胜;公园广场;公园,石岩北环路,"113.943270,22.685635"
B0FFL9KGBC,,回归亭纪念公园,风景名胜;公园广场;公园,马拉松山湖绿道,"113.962344,22.757527"
B0FFKH9PAN,,竹韵公园,风景名胜;公园广场;公园,二十三号路与二十四号路交叉口西南150米,"113.951399,22.744557"
B02F38ST82,,乐园,风景名胜;公园广场;公园,兴华一路北东二巷,"113.89802,22.562261"
B0IGY5G74R,,中兴公园,风景名胜;公园广场;公园,创研路与打石一路交叉口东北120米,"113.933868,22.577072"
B0HGODU3UE,,南山本草公园,风景名胜;公园广场;公园,北环南山立交桥与北环大道辅路交叉口北60米,"113.923789,22.553520"
B0HD3MOLDZ,,新安新农村健康主题公园,风景名胜;公园广场;公园,新安一路1号新安医院公交站,"113.788754,22.799711"
B0HBOZL8TF,,上村生态公园,风景名胜;公园广场;公园,长春北路280号,"113.901916,22.794238"
B0HA6Z9X5L,,荔枝公园,风景名胜;公园广场;公园,桥和路与桥兴路交叉口东100米,"113.807906,22.688363"
B0HA6P5QV4,,和平童趣公园,风景名胜;公园广场;公园,和秀西路20号-1-2号,"113.790267,22.692888"
B0GRM7ZJ60,,南庄新村街心公园,风景名胜;公园广场;公园,马田街道南庄新村,"113.908863,22.770903"
B0GD9AKR8O,,新湖廉政公园,风景名胜;公园广场;公园,光明区丰盛泰路中泰工业园东北侧约260米,"113.940324,22.786554"
B0GD17MI1P,,光照未来公园,风景名胜;公园广场;公园,中山大学深圳校区西侧,"113.947234,22.794717"
B0GD0UA3SR,,深湾街心公园,风景名胜;公园广场;公园,白石三道深铁万科瑧湾汇(红树湾地铁站A口步行180米),"113.967667,22.523896"
B0G3Z7S2AK,,南光秘境公园,风景名胜;公园广场;公园,公明北环大道通洲工业园南侧约140米,"113.883590,22.797165"
B0G39SNV1D,,南光绿境,风景名胜;公园广场;公园,公明北环大道北侧,"113.881576,22.796766"
B0FFLKVUDK,,沙三文化,风景名胜;公园广场;公园,开发路与帝堂路交叉口西南20米,"113.805084,22.744388"
B0FFKSXKQD,,vivo Park,风景名胜;公园广场;公园,广深沿江高速VIVO全球总部,"113.757904,22.753717"
B0FFGQILWZ,,楼岗社区户外文体公园,风景名胜;公园广场;公园|体育休闲服务;运动场馆;户外健身场所,松岗大道42号附近,"113.859803,22.771631"
B02F38NJDY,,官龙村社区公园(官龙路),风景名胜;公园广场;公园,官龙路2-6号,"113.946823,22.585678"
B0FFFTHH8W,,步涌体育公园,风景名胜;公园广场;公园|体育休闲服务;运动场馆;运动场所,新和大道76号,"113.813155,22.757486"
B02F38JK3L,,下山门社区公园,风景名胜;公园广场;公园,燕罗街道山门社区山门路153号,"113.852931,22.774447"
B02F37VN19,,海华公园,风景名胜;公园广场;公园,川安路30号(碧涛阁斜对面),"113.887499,22.564452"
B0FFFTLSWC,,科苑公园,风景名胜;公园广场;公园,科苑花园58区,"113.949591,22.549101"
B02F37UD4J,,文心公园,风景名胜;公园广场;公园,海德三道茂业百货南山店北门附近,"113.930375,22.521068"
B0FFFTT0EN,,燕罗红围公园,风景名胜;公园广场;公园,物园路与紫金路交叉口西150米,"113.843951,22.806565"
B0FFIYUYV4,,甲子塘城市公园,风景名胜;公园广场;公园,七号路与十九号路交叉口西100米,"113.912177,22.726324"
B02F38UZYI,,丽山文体公园,风景名胜;公园广场;公园,丽山路(近桃源街道办),"113.963591,22.588867"
B0FFG9KMHZ,,乐福园,风景名胜;公园广场;公园,福洲大道富桥工业区(一区)南1门东南侧约90米,"113.805520,22.675784"
B0FFFTPPIH,,上寮荔枝公园,风景名胜;公园广场;公园,新沙路附近,"113.837629,22.72604"
B0FFIQDTF4,,禾福园,风景名胜;公园广场;公园,宝安大道与福洲大道交叉口西50米,"113.805529,22.675793"
B0FFGJ26QD,,留仙公园,风景名胜;公园广场;公园,留仙洞村同乐路1002号,"113.930659,22.580758"
B0IBTZ6C6T,,塘尾社区公园,风景名胜;公园广场;公园,宝安大道,"113.816228,22.697161"
B0H6PHOYSX,,木墩街心公园,风景名胜;公园广场;公园,光明高新西路与木墩一路交叉口南60米,"113.923230,22.757571"
B0GRMMYTIG,,南联社区公园,风景名胜;公园广场;公园,关口二路华府国际南侧,"113.915929,22.553082"
B0GKGA5471,,根玉路街心公园,风景名胜;公园广场;公园,东明大道与根玉路交叉口南60米,"113.890295,22.744234"
B0G334T9YZ,,双界河社区公园,风景名胜;公园广场;公园,南青路与南富苑一街交叉口东80米,"113.912159,22.554043"
B0G0R49WUY,,圳美休闲公园,风景名胜;公园广场;公园,圳美旧围路与光侨南路交叉口西南140米,"113.947224,22.788332"
B0FFLPNCBF,,黄麻布村公园,风景名胜;公园广场;公园,黄麻布路42号,"113.866193,22.665570"
B0FFH2A7DQ,,科技公园,风景名胜;公园广场;公园,海天一路百度大厦旁(科苑地铁站A口步行290米),"113.94449,22.523355"
B0H3ZLHD8Z,,洪田火山公园,风景名胜;公园广场;公园,洪田路139号,"113.856494,22.700501"
B0GRMR0L12,,光明小镇运动森林公园,风景名胜;公园广场;公园,茶林路与科林路交叉口东440米,"113.956240,22.746410"
B0GK793796,,甲子塘文体公园,风景名胜;公园广场;公园,南一巷2号,"113.917898,22.731580"
B0G2M1Z512,B0FFKM8ITG,紫荆园,风景名胜;公园广场;公园,鲤鱼门街中国邮政储蓄银行(前海分行)东北侧约230米,"113.902745,22.519928"
B0FFLIZVF5,,前海滨公园,风景名胜;公园广场;公园,海滨支路,"113.887415,22.524163"
B0FFGWU1HS,,同富裕社区公园,风景名胜;公园广场;公园,爱群路深圳市北环路迪威信工业园,"113.931522,22.693506"
B0FFHXKR0S,,布心社区公园,风景名胜;公园广场;公园,流塘路301号,"113.893124,22.585803"
B0HRGN8UJJ,,新塘村新塘公园,风景名胜;公园广场;公园,新塘街24号,"113.966621,22.546987"
B0H6T45MC7,,长安桥底体育公园,风景名胜;公园广场;公园,G4(沈海高速)与太安路省道交汇处长北站对面桥底体育公园,"113.794082,22.797673"
B0H3T5FTXT,,田心公园,风景名胜;公园广场;公园,金鹤路富比伦工业园东侧约170米,"113.872739,22.812404"
B0FFLC6707,,麻布公园,风景名胜;公园广场;公园,麻布新村四巷与麻布新村五巷交叉口南120米,"113.900108,22.672916"
B0FFL788BI,,84区社区公园,风景名胜;公园广场;公园,丽海路鸿荣源·尚都-2栋,"113.888120,22.559810"
