0,1,2,3,4,5
B03017UXIJ,,龙山公园,风景名胜;公园广场;公园,长安镇锦厦村,"113.804646,22.796498"
B02F37VND7,,坣岗荔枝公园,风景名胜;公园广场;公园,教育路6号,"113.819986,22.733492"
B02F37VQPE,,料坑社区公园,风景名胜;公园广场;公园,S33南光高速洲石公路入口附近,"113.893721,22.668654"
B0FFHXKR0S,,布心社区公园,风景名胜;公园广场;公园,流塘路301号,"113.893124,22.585803"
B0FFGLZOXJ,,上排公园,风景名胜;公园广场;公园,上排北八巷9号(上屋地铁站C1口步行410米),"113.934643,22.688909"
B0FFGTHO78,,李松蓢社区公园,风景名胜;公园广场;公园,松明路7号附近,"113.889224,22.799393"
B0FFGWQT0U,,水田社区公园,风景名胜;公园广场;公园,三祝里路三祝里南侧,"113.955122,22.682044"
B0FFGUDIOP,,燕川社区公园,风景名胜;公园广场;公园,松岗街道燕罗路34号,"113.858195,22.798256"
B0FFI93FVO,,三围公园,风景名胜;公园广场;公园,三围北路67号附近,"113.844234,22.614995"
B0FFGTOW7B,,塘下涌对面山社区公园,风景名胜;公园广场;公园,水泉路与致和路交叉路口往南约120米,"113.849375,22.799529"
B0FFIKWSEX,,文塔公园,风景名胜;公园广场;公园,凤凰山大道182附近,"113.836766,22.690763"
B0FFIIUI51,,上山门社区怡乐公园,风景名胜;公园广场;公园,上山门七巷与上山门路交叉口东50米,"113.856388,22.774752"
B0FFG03RJQ,B02F37VQYO,大众广场,风景名胜;公园广场;城市广场,宝民二路与流塘路交汇处西100米,"113.883790,22.579618"
B0FFGWU1HS,,同富裕社区公园,风景名胜;公园广场;公园,爱群路深圳市北环路迪威信工业园,"113.931522,22.693506"
B0FFIYB81S,,乌石岩公园,风景名胜;公园广场;公园,墟背老街96号,"113.932572,22.680284"
B0FFGZ08HI,,85区社区公园,风景名胜;公园广场;公园,金桂街深圳新锦安海纳公馆西北侧约50米,"113.893141,22.554726"
B0FFGY5UK0,,企龙山足球公园,风景名胜;公园广场;公园,水库路附近,"113.889126,22.597863"
B0FFHVOZ9J,,立新湖公园,风景名胜;公园广场;公园,桥头社区稔山二路8号,"113.820467,22.685008"
B0FFGTORN9,,石岩新村社区公园,风景名胜;公园广场;公园,石岩新村二巷附近,"113.923363,22.675389"
B0FFHFBSJE,,光明新城公园,风景名胜;公园广场;公园,光明街道公园路,"113.943607,22.747508"
B0FFIYUYV4,,甲子塘城市公园,风景名胜;公园广场;公园,七号路与十九号路交叉口西100米,"113.912177,22.726324"
B0FFILFEMT,,后亭茅洲山公园,风景名胜;公园广场;公园,松安路北亭实验学校西侧约100米,"113.823151,22.766466"
B0FFILFEBC,,两岸文创梦想公园,风景名胜;公园广场;水族馆,稔山二路8号,"113.820703,22.685521"
B0FFFTU36W,,九祥岭社区公园,风景名胜;公园广场;公园,学苑大道(西段)西丽小学东南150米,"113.95967,22.58446"
B0FFHJCRX5,,塘尾社区公园,风景名胜;公园广场;公园,凤凰塘尾社区塘尾路和高墩北路之间社区综合大楼旁边,"113.904989,22.750401"
B0FFGLCZC2,,洪浪公园,风景名胜;公园广场;公园,洪文路1号,"113.916387,22.570128"
B0FFGZTO1J,,洪桥头公园,风景名胜;公园广场;公园,中国邮政门口,"113.84116,22.786328"
B0FFH6SL1U,,甲子塘社区公园,风景名胜;公园广场;公园,甲子塘路四巷12号附近,"113.917817,22.731581"
B0FFH0YULF,,塘下涌牛黄山社区公园,风景名胜;公园广场;公园,广田路与致和路交叉口东南150米,"113.848574,22.802444"
B0FFINMUH7,,82区社区公园,风景名胜;公园广场;公园,明玉路16-55号,"113.882808,22.563738"
B0FFIVPDDV,,新安法治文化主题公园,风景名胜;公园广场;公园,宝民一路14附近,"113.907310,22.557268"
B0FFHSIAYK,,上川社区街心公园,风景名胜;公园广场;公园,裕安二路73号附近,"113.903309,22.574757"
B0FFIQDTF4,,禾福园,风景名胜;公园广场;公园,宝安大道与福洲大道交叉口西50米,"113.805529,22.675793"
B0FFHK15KM,,共和公园,风景名胜;公园广场;公园,福和路西四巷5号附近,"113.802137,22.756212"
B0FFGDRZAN,,宝源街心公园,风景名胜;公园广场;公园,宝源南路1016号附近,"113.871986,22.563096"
B0FFIMTRF2,,凤鸣街心公园,风景名胜;公园广场;公园,光明区光侨路1013号附近,"113.892527,22.720581"
B0FFFCOVKL,,向南公园,风景名胜;公园广场;公园,向南东村统建楼6栋旁向南(南山地铁站A口步行160米),"113.920668,22.523624"
B0FFIXT9US,B02F38K7GP,濠江社区公园-隔岸公园,风景名胜;公园广场;公园,宝农北巷与宝民一路交叉口西北100米,"113.904368,22.559094"
B0FFGBKAUP,,高新中四道社区公园,风景名胜;公园广场;公园,南山区科技园警察花园(高新中四道南),"113.936423,22.542371"
B0FFF4JVHE,,麻岭和弦公园,风景名胜;公园广场;公园,科技中二路与高新中四道交叉口西150米,"113.937255,22.542982"
B0FFGH42RO,,石岩湿地公园,风景名胜;公园广场;公园,石岩河,"113.911142,22.689513"
B0FFFV63UG,B02F37V9FD,凤凰广场福亭,风景名胜;公园广场;城市广场,凤凰路5号附近,"113.836803,22.689753"
B0FFH2A7DQ,,科技公园,风景名胜;公园广场;公园,海天一路百度大厦旁(科苑地铁站A口步行290米),"113.94449,22.523355"
B02F37U53R,,沙浦社区公园,风景名胜;公园广场;公园,松岗镇沙浦二路117号,"113.829133,22.780723"
B03017W9Q6,,长安郊野公园,风景名胜;公园广场;公园,长安镇咸西大道莲花山,"113.808336,22.840445"
B0FFGJ26QD,,留仙公园,风景名胜;公园广场;公园,留仙洞村同乐路1002号,"113.930659,22.580758"
B0FFG278I8,B02F38TG4Q,海上田园-吉庆广场,风景名胜;公园广场;城市广场,田园立交海上田园西门东侧约90米,"113.767695,22.722169"
B0FFH15HGE,B0FFG26M0E,应用公园,风景名胜;公园广场;公园,兴东众里社区五层(兴东地铁站D口步行450米),"113.916732,22.582230"
B0FFFQYCVY,,留仙居-山顶公园,风景名胜;公园广场;公园,西丽街道新高路19号,"113.949963,22.583087"
B0FFFWKZK2,,荔山公园,风景名胜;公园广场;公园,同富裕工业园,"113.956034,22.794123"
B0FFFTT0EN,,燕罗红围公园,风景名胜;公园广场;公园,物园路与紫金路交叉口西150米,"113.843951,22.806565"
B0FFFWU1L5,,明湖城市公园,风景名胜;公园广场;公园,塘尾社区,"113.89238,22.737323"
B0FFGIVGNO,,马家龙社区公园,风景名胜;公园广场;公园,玉泉路126号,"113.927775,22.546375"
B0FFF4GMH9,,东坑社区公园,风景名胜;公园广场;公园,凤凰街道东隆路52号,"113.914991,22.754973"
B0FFFWOHM0,,碧眼休闲公园,风景名胜;公园广场;公园,光明办事处,"113.95273,22.752104"
B0FFFTPG0A,,衙边社区公园,风景名胜;公园广场;公园,东岳路,"113.814394,22.741206"
B0FFH1YR1E,,后瑞公园,风景名胜;公园广场;公园,后瑞新瑞二区五巷后瑞华庭(后瑞地铁站B口步行230米),"113.836312,22.630941"
B0FFH9AZWI,,白芒公园,风景名胜;公园广场;公园,白芒村,"113.942152,22.622989"
B0FFHODMGI,,古城社区公园,风景名胜;公园广场;公园,深南大道南头新安古城南门东侧,"113.921540,22.541390"
B0FFILHKGT,B0HU4BJLIS,西湾滨海公园-西部湾公园,风景名胜;公园广场;公园,宝源路与兴裕路交叉口西北200米,"113.833925,22.597160"
B0FFFTHH8W,,步涌体育公园,风景名胜;公园广场;公园|体育休闲服务;运动场馆;运动场所,新和大道76号,"113.813155,22.757486"
B0FFH58T6G,,科技园社区公园,风景名胜;公园广场;公园,科技南路21号,"113.941553,22.542619"
B0FFFA29A2,,草围公园,风景名胜;公园广场;公园,黄田草围村龟山路21号,"113.839179,22.624159"
B0FFFQZJ62,,黄埔社区洪田公园,风景名胜;公园广场;公园,洪田路168-5号附近,"113.855341,22.709206"
B0FFFSSQ4L,B0FFK9I5IN,西班牙戈地公园,风景名胜;公园广场;公园,深南大道9037号世界之窗,"113.973965,22.532155"
B0FFI1SPYJ,B0FFI9QF7Q,虚拟大学园社区公园,风景名胜;公园广场;公园,科园路武汉大学深圳产学研大楼旁,"113.944931,22.529994"
B0FFI1U3PY,,高新南社区公园,风景名胜;公园广场;公园,高新南四道与科技南四路交叉路口东南侧,"113.947755,22.535767"
B0FFFC0B0O,,铁岗公园,风景名胜;公园广场;公园,[],"113.890708,22.599658"
B0FFG03IXX,,大浪社区公园,风景名胜;公园广场;公园,创业二路105-1号附近,"113.91055,22.575228"
B0FFFEAHPW,,楼岗公园(装修中),风景名胜;公园广场;公园,办楼岗村楼岗北三巷,"113.856526,22.766871"
B0FFFA23PL,,钟屋荔枝公园,风景名胜;公园广场;公园,钟屋围门口南2巷1号对面,"113.847661,22.624304"
B0FFF4H2MR,,碧园路社区公园,风景名胜;公园广场;公园,河心南路77附近,"113.947073,22.757049"
B0FFIXT40I,,星海社区公园,风景名胜;公园广场;公园,前海路3101-16号附近,"113.914551,22.536137"
B0FFFA2CIL,,公明街心公园,风景名胜;公园广场;公园,中英珠宝旁边,"113.889302,22.784574"
B0FFFFVGUU,,翠岗公园,风景名胜;公园广场;公园,翠岗西路52号,"113.822357,22.664839"
B0FFJRRGOM,,福海消防主题公园,风景名胜;公园广场;公园|风景名胜;风景名胜;风景名胜,福海街道福洲大道,"113.786706,22.675251"
B0FFG7MNXB,,安乐大运林,风景名胜;公园广场;公园,新安一路3007号,"113.899437,22.551863"
B0G3AHFOXS,B0FFGH42RO,石岩环湖碧道,风景名胜;公园广场;城市广场,松白路西30米,"113.926407,22.678093"
B0FFH2O5EV,,南山区平山社区平山公园,风景名胜;公园广场;公园,丽山路,"113.965717,22.584656"
B0FFG92N8P,,利达公园,风景名胜;公园广场;公园,利达路金达花园南侧约30米,"113.836446,22.633177"
B0FFG9KMHZ,,乐福园,风景名胜;公园广场;公园,福洲大道富桥工业区(一区)南1门东南侧约90米,"113.805520,22.675784"
B02F37V8OU,,坣岗公园,风景名胜;公园广场;公园,沙井镇坣岗社区湖滨路13号,"113.822896,22.73121"
B0FFGDHE27,,灵芝园社区文化广场,风景名胜;公园广场;城市广场,新安街道19区灵芝新村88栋旁,"113.909523,22.565590"
B02F37VM42,,前海花卉公园,风景名胜;公园广场;公园,荷兰花卉小镇旁,"113.911501,22.545777"
B0FFI8CM3N,,大雁山,风景名胜;公园广场;公园,长凤路与长华街交叉口南540米,"113.917180,22.710641"
B02F37VQ9B,,田寮文化广场,风景名胜;公园广场;城市广场,玉塘街道田寮社区田明街9巷8号,"113.90089,22.727393"
B02F38ST82,,乐园,风景名胜;公园广场;公园,兴华一路北东二巷,"113.89802,22.562261"
B02F37VJH7,,麻磡公园,风景名胜;公园广场;公园,西丽麻磡村,"113.951384,22.634626"
B02F38NJBM,,23区社区公园,风景名胜;公园广场;公园,大宝路与海圳路交叉路口往西南约110米,"113.914934,22.575284"
B02F38NJD8,,黄田公园,风景名胜;公园广场;公园,航城街道利达路与凯成二路交汇处东北侧,"113.841546,22.629829"
B02F38NJ91,,上寮社区公园,风景名胜;公园广场;公园,上寮学校附近,"113.836911,22.722771"
B03017V7UQ,,长安体育公园,风景名胜;公园广场;公园,长安镇锦绣路160号,"113.798575,22.822656"
B02F38NJDF,,沙湾公园,风景名胜;公园广场;公园,沙湾村北四巷与延康路交口处附近,"113.841342,22.592954"
B02F37VNEQ,,径贝社区公园,风景名胜;公园广场;公园,松白路348号,"113.919596,22.691363"
B0FFIX9SBX,,下村三排社区公园,风景名胜;公园广场;公园,公明街道下村社区,"113.884695,22.788100"
B0FFFPJ0KJ,B02F37VGKZ,北帝古庙广场,风景名胜;公园广场;城市广场,真理街24号,"113.879458,22.575642"
B0FFL166N4,,簕杜鹃谷公园,风景名胜;公园广场;公园,洲石路(九围愉盛工业园南侧约50米),"113.855956,22.64974"
B02F38NJ71,B02F37V2O5,巴黎春天购物广场,风景名胜;公园广场;城市广场,深南大道9037号世界之窗,"113.973337,22.533226"
B0FFL3P2LC,,玉律公园,风景名胜;公园广场;公园,玉泉西路36号,"113.895677,22.715392"
B0FFMB0KF2,,西丽生态公园,风景名胜;公园广场;公园,同乐路与打石一路交汇处东南角,"113.932621,22.57369"
B0FFLESTE8,,九祥岭湿地公园,风景名胜;公园广场;公园,沿河路与留仙大道交叉口东北150米,"113.958921,22.581917"
B0FFKVA2TI,,万丰湖湿地公园,风景名胜;公园广场;公园,大钟港路2巷9号,"113.827362,22.70338"
B0FFMCWOML,,尖岗山公园,风景名胜;公园广场;公园,宝石路附近,"113.914231,22.590214"
B0FFGZPUPD,,新羌社区公园,风景名胜;公园广场;公园,光侨北路(光明医院新羌社区健康服务中心东侧),"113.943127,22.800494"
B0FFLN43EM,,福海儿童公园,风景名胜;公园广场;公园,万里路1-1,"113.812627,22.704298"
B0FFLC73GO,,白石厦体育公园,风景名胜;公园广场;公园,温馨路(立新湖公园东南侧),"113.821686,22.680188"
B0FFG7Q80Z,B02F38R59B,海乐社区公园(新安一路),风景名胜;公园广场;公园,安乐二街与新安一路交叉路口北侧,"113.904606,22.55572"
B0FFLMDP08,,燕川公园,风景名胜;公园广场;公园,公园路与燕川北路交叉口南180米,"113.8657,22.799422"
B0FFHUBUUC,B0FFIA465P,曦和少儿运动公园,风景名胜;公园广场;公园,前海路与学府路交汇处星宇前海购物中心B201-2商铺,"113.914748,22.528806"
B0GRAC6NZZ,,楼村湿地公园,风景名胜;公园广场;公园,公常路与S31龙大高速交叉口东北150米,"113.918375,22.782888"
B0HRGN8UJJ,,新塘村新塘公园,风景名胜;公园广场;公园,新塘街24号,"113.966621,22.546987"
B0FFKH9PAN,,竹韵公园,风景名胜;公园广场;公园,二十三号路与二十四号路交叉口西南150米,"113.951399,22.744557"
B0FFL788BI,,84区社区公园,风景名胜;公园广场;公园,丽海路鸿荣源·尚都-2栋,"113.888120,22.559810"
B0FFLIZVF5,,前海滨公园,风景名胜;公园广场;公园,海滨支路,"113.887415,22.524163"
B0FFLKM6AO,,玉塘孔雀主题绿雕园,风景名胜;公园广场;公园,龙湾路田寮幼儿园(田明街九巷)西侧约50米,"113.899106,22.727367"
B0FFJ7O2J8,,海德街心公园,风景名胜;公园广场;公园,南新路,"113.919692,22.521593"
B0G0KZRT5S,,左岸科技公园,风景名胜;公园广场;公园,民生大道与公常路交叉口向北200米路东,"113.912744,22.784424"
B0G0FA6UOT,,虎地山公园,风景名胜;公园广场;公园,玉塘街道田寮社区,"113.896544,22.731622"
B0FFL9KGBC,,回归亭纪念公园,风景名胜;公园广场;公园,马拉松山湖绿道,"113.962344,22.757527"
B0G3JR6MLO,,宝安人才林公园,风景名胜;公园广场;公园,福永街道凤凰村凤凰山森林公园内,"113.845627,22.679719"
B0FFL05699,,新陂头南湿地公园,风景名胜;公园广场;公园,公常路与新陂头河交汇处,"113.942297,22.785155"
B0FFLC6707,,麻布公园,风景名胜;公园广场;公园,麻布新村四巷与麻布新村五巷交叉口南120米,"113.900108,22.672916"
B0FFM5LTTS,,西乡企龙山生态公园,风景名胜;公园广场;公园,公园路与水库路交叉口东南240米,"113.891976,22.597986"
B0FFMGISJV,,石围公园,风景名胜;公园广场;公园,水库路银华志工业园西北侧约140米,"113.894545,22.754378"
B0FFL9IB23,,社区公园,风景名胜;公园广场;公园,光明区河心北路72号附近,"113.944409,22.754434"
B02F37UD4J,,文心公园,风景名胜;公园广场;公园,海德三道茂业百货南山店北门附近,"113.930375,22.521068"
B0FFLIXTTH,,官田社区公园,风景名胜;公园广场;公园,石岩北环路,"113.943270,22.685635"
B0HA7PYCRI,,定岗湖湿地公园,风景名胜;公园广场;公园,洪湖路,"113.816856,22.723970"
B0GRBRF6ES,,玉龙湾公园,风景名胜;公园广场;公园,龙湾路田寮加油站松白路北侧约100米,"113.906516,22.728271"
B0GRMR0L12,,光明小镇运动森林公园,风景名胜;公园广场;公园,茶林路与科林路交叉口东440米,"113.956240,22.746410"
B0FFM7EHCP,,廉政文化公园,风景名胜;公园广场;公园,步涌村前大路步涌侨亲别墅北侧约140米,"113.813604,22.752832"
B0G0RUDEIH,,蚝乡湖公园,风景名胜;公园广场;公园,沙井街道北环路与岗头路交叉口,"113.821491,22.746365"
B0FFM9U7XT,,麻布公园,风景名胜;公园广场;公园,西乡街道深圳市宝安区西乡街道黄麻布村基督教堂黄麻布公园,"113.871687,22.570761"
B0GK793796,,甲子塘文体公园,风景名胜;公园广场;公园,南一巷2号,"113.917898,22.731580"
B0FFM5LBCH,,西乡街道企龙山公园,风景名胜;公园广场;公园,水库路与公园路交叉口东南240米,"113.891981,22.597875"
B0GR15Y7Y0,,应人石公园,风景名胜;公园广场;公园,石岩街道,"113.928779,22.646795"
