0,1,2,3,4,5
B0GUX67MCE,,赛艇广场,风景名胜;公园广场;城市广场,大沙河生态长廊绿道博海南侧约240米,"113.954391,22.521118"
B0FFM9ZI1L,B02F37VQOC,大王山公园-公园广场,风景名胜;公园广场;城市广场,沙井镇南环路大王山公园内,"113.807621,22.714212"
B0FFMAWJHA,,记忆广场,风景名胜;公园广场;城市广场,福围路美盈(福永)智汇港西北侧约180米,"113.827018,22.649746"
B0FFK7OJ1Q,B0FFG7LLXC,棕榈广场,风景名胜;公园广场;城市广场,西乡街道金湾大道宝安西湾红树林公园,"113.837079,22.587167"
B0GUZXJ9OF,B02F37WRRR,平峦山公园-清风广场,风景名胜;公园广场;城市广场,前进二路平峦山公园,"113.873603,22.600635"
B0FFMCTY8D,,上村文化广场,风景名胜;公园广场;城市广场,仙庄路国兰公寓西侧,"113.896287,22.784991"
B0HGNGJOA2,B0GDFSX0T6,欢乐港湾中区庆典广场,风景名胜;公园广场;城市广场,宝华路前海卓越宝中时代广场西南侧约260米,"113.883633,22.543905"
B02F38NJBJ,B02F30248F,西班牙广场,风景名胜;公园广场;城市广场,侨城西街1号欢乐谷(世界之窗地铁站A口步行490米),"113.978904,22.538778"
B0FFLFJR4Z,B02F37UIGT,深圳大学天人广场,风景名胜;公园广场;城市广场,南海大道3688号深圳大学,"113.935013,22.531990"
B0FFK7FUQA,,龙腾社区-文化广场,风景名胜;公园广场;城市广场,西乡大道305号双龙花园内,"113.877109,22.581176"
B0HA5GMTDZ,,新湖广场,风景名胜;公园广场;城市广场,新湖街道,"113.948701,22.789619"
B0FFK9O7KP,B02F37U89L,书院广场,风景名胜;公园广场;城市广场,南山大道与深南大道交叉口南头古城,"113.920609,22.542003"
B0HG4UTMCY,,新庄党群服务中心广场,风景名胜;公园广场;城市广场,大围路与延昌路交叉口北40米,"113.909976,22.761439"
B0FFM96CNX,,榕树广场,风景名胜;公园广场;城市广场,水库路将石幼儿园分校,"113.901844,22.755827"
B0HDYOS5LK,,前海石广场,风景名胜;公园广场;城市广场,前海自贸合作区前湾二路前海石公园,"113.890365,22.527809"
B0FFL9PXOU,,忘忧夜啤酒广场,风景名胜;公园广场;城市广场,朗新西路李松蓢学校南侧约210米,"113.891804,22.800311"
B0G1FCOAHV,,党建文化广场,风景名胜;公园广场;城市广场,马园路与根竹园路交叉口北40米,"113.875056,22.772448"
B0FFLNRIWG,,田园广场,风景名胜;公园广场;城市广场,公明田园路茨田埔第五工业区,"113.863450,22.782047"
B0GKS4HEFL,B0FFGH42RO,万象广场,风景名胜;公园广场;城市广场,环石岩湖绿道石岩湿地公园东4门西侧约50米,"113.925997,22.678165"
B0GK7R2PEL,,陌上花公园-太极广场,风景名胜;公园广场;城市广场,X253(洲石路),"113.902615,22.672832"
B0H63R8QRJ,B0FFFTROX1,深圳大学城北广场,风景名胜;公园广场;城市广场,丽水路2199号,"113.972143,22.592520"
B0GRO96XUD,B0FFF540NK,旗舰广场,风景名胜;公园广场;城市广场,铜鼓路万象天地(高新园地铁站A口旁),"113.954966,22.541339"
B0HGKOL10H,,长征台阶广场,风景名胜;公园广场;城市广场,长圳路长圳新村小区西北侧约90米,"113.917264,22.718014"
B0GK7U0EGF,,鹿珠广场,风景名胜;公园广场;城市广场,光明区美明路亿华盛苑西北侧约30米,"113.944941,22.790301"
B0GRLHMYCS,,光明区市民广场,风景名胜;公园广场;城市广场,观光路与光明大道交叉口东120米,"113.934982,22.748762"
B0HDOD7RJ6,B02F37WRRR,太极广场,风景名胜;公园广场;城市广场,西乡街道桃源社区前进二路与宝田三路交叉口平峦山公园,"113.874273,22.604036"
B0FFKW4PHC,B02F38WW2T,科兴文化广场,风景名胜;公园广场;城市广场,深南大道汇景花园(深大地铁站A3口步行60米),"113.943450,22.540521"
B0HG050NBO,,创新路广场,风景名胜;公园广场;城市广场,司法劳动大楼沙井街道创新路广场,"113.835002,22.718496"
B0H6PNKK3Y,B0FFGH42RO,一极广场,风景名胜;公园广场;城市广场,环石岩湖绿道石头山公园景点,"113.911981,22.674129"
B0FFKWMSCO,B02F38IYO1,晨光奶牛文化广场,风景名胜;公园广场;城市广场,碧水路88号光明农场大观园,"113.963599,22.760139"
B0FFKDX9I2,B0HBM5MKNZ,宝安区沙井天虹市民广场,风景名胜;公园广场;城市广场,新桥街道沙企社区沙井中心路32号天虹商场(沙井店),"113.829573,22.720623"
B0HBX9QD15,,青少年先锋广场,风景名胜;公园广场;城市广场,安园路马鞍山西区(马安山地铁站A口步行380米),"113.814818,22.715859"
B0FFKTKZOT,B02F38IYO1,丰收广场,风景名胜;公园广场;城市广场,碧水路88号光明农场大观园,"113.961481,22.759974"
B0HGUPCZDI,,花漾广场,风景名胜;公园广场;城市广场,浪心商业街浪心新村西南侧,"113.928669,22.677134"
B0HDV6X873,B02F37U89L,南城门广场,风景名胜;公园广场;城市广场,南山大道与深南大道交叉口南头古城,"113.920574,22.541677"
B0FFLAUEJ3,B0FFH94PGQ,深圳国际会展中心南广场,风景名胜;公园广场;城市广场,展景路与展云路交叉口北120米,"113.775762,22.690300"
B02F38KTF3,,新安广场,风景名胜;公园广场;城市广场,宝民一路69号,"113.90024,22.562321"
B0H3DSOMMH,B0FFG9KGTS,夕阳广场,风景名胜;公园广场;城市广场,前海自贸合作区前湾二路前海石公园,"113.889790,22.527554"
B0HRVOF42C,B0FFG9KGTS,观海广场,风景名胜;公园广场;城市广场,前海自贸合作区前湾二路前海石公园,"113.890334,22.528416"
B0HGNKJ0E0,B02F38UP8Y,dy影城市民广场,风景名胜;公园广场;城市广场,沙井街道中心路34-1号形色城购物广场,"113.829633,22.721753"
B0GKJX1BOR,B0FFGKXET5,商务文化广场,风景名胜;公园广场;城市广场,塘坊花园一巷4号皓海文化广场,"113.897067,22.577238"
B0HRV98CUH,B0FFHFBSJE,光明新城公园-广场,风景名胜;公园广场;城市广场,光明街道公园路光明新城公园,"113.938875,22.746942"
B0HRVR0GMQ,B0FFI9DQX8,东入口广场,风景名胜;公园广场;城市广场,松岗街道大田洋六路五指耙体育主题公园,"113.880075,22.747794"
B0GK2LNDDC,,博雅广场,风景名胜;公园广场;城市广场,深圳湾科技生态园二期下沉广场,"113.953385,22.529926"
B0HKP7AWLJ,,步涌广场,风景名胜;公园广场;城市广场,埔头桥二路与步涌村前路交叉口东20米,"113.813263,22.752337"
B0HRVRZ0LD,B0G3JR6MLO,南入口广场,风景名胜;公园广场;城市广场,福永街道凤凰村凤凰山森林公园内宝安凤凰山人才林公园,"113.842625,22.676339"
B0HRVR08RU,B02F38J5SY,西入口广场,风景名胜;公园广场;城市广场,西城工业城内铁仔山公园,"113.857759,22.590423"
B0H3DSPNZ7,B0FFG9KGTS,滨水广场,风景名胜;公园广场;城市广场,前海自贸合作区前湾二路前海石公园,"113.889212,22.526648"
B0FFK7KW8F,B0HU4BJLIS,西湾滨海公园-红树林广场,风景名胜;公园广场;城市广场,金湾大道宝安西湾红树林公园东2门西侧约40米,"113.833923,22.595224"
B0HRVL5Q0B,B0FFFWU1L5,亲水广场,风景名胜;公园广场;城市广场,马田街道石围社区光明大道1号明湖公园,"113.895382,22.736262"
B0HRVR21ZE,B0FFFWU1L5,树阵广场,风景名胜;公园广场;城市广场,马田街道石围社区光明大道1号明湖公园,"113.892431,22.738179"
B0I6B7VYQ0,B02F37VJSA,石岩入口广场,风景名胜;公园广场;城市广场,Y147(龙腾路),"113.948397,22.664724"
B0HRVL3MRG,B0FFI9DQX8,休憩广场,风景名胜;公园广场;城市广场,松岗街道大田洋六路五指耙体育主题公园,"113.873810,22.738578"
B0HKARLF8G,,塘尾夜市广场,风景名胜;公园广场;城市广场,塘前路吉祥名苑东南侧,"113.905597,22.747307"
B0FFLPNG1F,,麻磡社区-文化广场,风景名胜;公园广场;城市广场,麻勘南路57号,"113.952672,22.633489"
B0HRVR0C9O,B02F301A51,南门入口广场,风景名胜;公园广场;城市广场,公明街道振明路88号红花山公园,"113.899312,22.778681"
B0HKHUB2UQ,B02F37VJ0E,上村狮山公园-小广场,风景名胜;公园广场;城市广场,光明区光明新区上村狮山公园(风景北路东70米),"113.911049,22.795349"
B0HK01MM4R,B02F38JF3I,阶梯广场,风景名胜;公园广场;城市广场,松环路30号北100米松岗·花果山公园,"113.843418,22.772710"
B0FFH33MMX,,丽湖广场,风景名胜;公园广场;城市广场,沙河西路与西丽湖路交叉口西北480米,"113.950592,22.590170"
B0FFH0YP85,B0FFG9KTNL,腾大广场,风景名胜;公园广场;城市广场,科研路与科技中一路交叉口西120米,"113.934600,22.540781"
B0HK3DN2MR,B02F38TG4Q,泮湖广场,风景名胜;公园广场;城市广场,沙井街道民主社区民主大道海上田园,"113.773727,22.726807"
B0HKVS775B,,次入口广场,风景名胜;公园广场;城市广场,西城工业城内铁仔山公园,"113.856120,22.592362"
B0FFIXSVMD,B0FFFE9VIE,小沙山-观景平台,风景名胜;公园广场;城市广场,滨海大道小沙山内,"113.955956,22.519183"
B02F37VQM7,,合水口文化广场,风景名胜;公园广场;城市广场,松白路5094(合水口地铁站A口步行120米),"113.883032,22.781292"
B0FFHJYM50,B0FFFRDS71,大运会火炬塔纪念广场,风景名胜;公园广场;城市广场,沙河西路与滨海沙河西立交交叉口南420米,"113.954006,22.517663"
B0I64SWAN9,,特建发乐府广场展示中心,风景名胜;公园广场;城市广场,侨明路光明开明公园东侧约60米,"113.930968,22.749358"
B0FFIVPFUA,,波托菲诺-水岸广场,风景名胜;公园广场;城市广场,香山中街1-19号附近,"113.975069,22.545989"
B0FFG1P9PV,B02F38TG23,金枪鱼广场,风景名胜;公园广场;城市广场,侨城西街1号欢乐谷飓风湾内,"113.979721,22.543136"
B0FFFQMOKO,B02F38IGU3,大沙河公园-航模广场,风景名胜;公园广场;城市广场,北环大道8228号大沙河公园,"113.963072,22.555491"
B02F38JHKL,,红星文化广场,风景名胜;公园广场;城市广场,星湖路12-12号,"113.906844,22.706607"
B0FFMC9YQB,B0FFF4K5GE,沙河街道瑞思中心世纪假日广场,风景名胜;公园广场;城市广场,深南大道9030号世纪假日广场A座,"113.972756,22.538177"
B0FFFQI3AY,B02F30242A,中山公园-东门广场,风景名胜;公园广场;城市广场,和谐路中山公园东门西侧约60米,"113.922317,22.549502"
B0FFFQFMT1,B02F38IGU3,大沙河公园-祈福广场,风景名胜;公园广场;城市广场,沙河东路北环大道8228号大沙河公园,"113.960440,22.554827"
B0FFF4HM6L,,大运广场,风景名胜;公园广场;城市广场,南山区职业技术学校东区,"113.952213,22.586341"
B0FFFQ9W8N,B02F30242A,中山公园-莺歌燕舞广场,风景名胜;公园广场;城市广场,前海路与深南北环立交交叉口东320米,"113.916696,22.547518"
B0HRVR0FR3,,凤凰古庙北侧小广场,风景名胜;公园广场;城市广场,福永街道凤凰村凤凰山森林公园凤岩古庙内,"113.853851,22.675683"
B0FFFTRLQN,,阳光社区文化广场,风景名胜;公园广场;城市广场,松白路1051号,"113.938028,22.630837"
B0IU27NIGJ,B02F38IYKJ,光明城站东广场,风景名胜;公园广场;城市广场,凤恩路西40米,"113.955992,22.732800"
B0HB7H0TBK,B02F38IYKJ,光明城站西广场(建设中),风景名胜;公园广场;城市广场,茶林路与凤兴路交叉口北140米,"113.953896,22.732882"
B0FFLK12AU,,福中福社区创意休闲阅读广场,风景名胜;公园广场;城市广场,悦和路与宝晖路交叉口西20米,"113.853977,22.567503"
B0FFMBTRQY,B0FFG88Y3L,树阵广场,风景名胜;公园广场;城市广场,沙井街道壆岗社区蚝乡路沙井公园,"113.818987,22.737104"
B0FFF5DJD6,B02F37UIGT,深圳大学-石头坞广场,风景名胜;公园广场;城市广场,南海大道3688号深圳大学,"113.937857,22.531600"
B0FFIYUYL0,,石围村祠堂广场,风景名胜;公园广场;城市广场,马田将石市场公交站旁,"113.902575,22.754586"
B0FFMD4P9L,B0FFG88Y3L,主题广场,风景名胜;公园广场;城市广场,沙井街道壆岗社区蚝乡路沙井公园,"113.818936,22.737556"
B0G39BKAS7,,新谷广场,风景名胜;公园广场;城市广场,石岩街道塘头社区塘头1号路8号创维创新谷,"113.923800,22.641948"
B0FFHOOGSK,B0FFG4T02W,沙河广场,风景名胜;公园广场;城市广场,庄边路沙河公寓,"113.879801,22.583639"
B0FFIJT1U0,,新桥古村文化广场,风景名胜;公园广场;城市广场,大宗祠路大庙小区东南侧约70米,"113.834821,22.735228"
B02F38UHEE,B02F37VM42,前海花卉公园-郁金香广场,风景名胜;公园广场;城市广场,月亮湾大道附近,"113.911700,22.544390"
B0FFI6HN7H,B02F37VQ9B,田寮文化广场东,风景名胜;公园广场;城市广场,公明街道田寮村文明路33号,"113.900569,22.727168"
B0FFGZND2N,,安乐社区活动广场,风景名胜;公园广场;城市广场,新安一路104附近,"113.899894,22.551985"
B0HRVRZ110,,文化广场,风景名胜;公园广场;城市广场,洲石路簕杜鹃谷公园(九围愉盛工业园南侧约50米),"113.860218,22.648752"
B0H0D69OYC,,里巷-水广场,风景名胜;公园广场;城市广场,科发路与大冲六路交叉口南约80米,"113.957414,22.542304"
B0FFITO5YR,,绿海名都小区贝壳广场,风景名胜;公园广场;城市广场,绿海名都小区南门入口,"113.913375,22.528967"
B0HRVRYKGO,B02F37VQ8D,休闲广场,风景名胜;公园广场;城市广场,马田街道石围社区后底坑路将石社区公园,"113.899067,22.755350"
B0FFHGP6LA,,广来广场,风景名胜;公园广场;城市广场,楼明路与公光路交叉口南20米,"113.921109,22.776888"
B0HB4U8PL0,B0FFK9I5IN,世界之窗-圣马可广场,风景名胜;公园广场;城市广场,深南大道9037号世界之窗内,"113.975032,22.531846"
B02F38NIE2,,罗田文化广场,风景名胜;公园广场;城市广场,松岗镇罗田村罗田中路南区,"113.87474,22.796411"
B0FFFDXD8F,B02F38TG4Q,海上田园-田园广场,风景名胜;公园广场;城市广场,南环路549号,"113.768958,22.726221"
B02F38PHLD,,福永村文化广场,风景名胜;公园广场;城市广场,福永大道,"113.813605,22.66568"
B0FFFD8QQE,B02F37V7IB,鹦鹉广场,风景名胜;公园广场;城市广场,西丽镇西丽路4065号深圳野生动物园内,"113.972199,22.596164"
B0FFFDTALJ,B02F37W5RN,大树广场,风景名胜;公园广场;城市广场,深圳湾体育中心2楼,"113.949782,22.517748"
B03018I6Q3,,长安广场,风景名胜;公园广场;城市广场,德政中路60号,"113.802729,22.812236"
B0FFFWJNKP,,梅塘社区广场,风景名胜;公园广场;城市广场,广龙路19号,"113.975448,22.836124"
B02F38PGL9,B02F38KTF3,宝城广场,风景名胜;公园广场;城市广场,宝民一路69号新安广场,"113.900057,22.562539"
B0FFHNXPS0,,和谐广场,风景名胜;公园广场;城市广场,建安路与海滨路交口,"113.784969,22.766362"
B0FFG1VJ2O,,长安入口广场,风景名胜;公园广场;城市广场,怀林路尽头往西直走500米大岭山森林公园内,"113.783229,22.834694"
B02F38Q69C,,龙珠社区文化广场,风景名胜;公园广场;城市广场,华龙路龙珠花园,"113.877600,22.581910"
B0FFI3178S,,长安霄边广场,风景名胜;公园广场;城市广场,下洋路5-8号,"113.822143,22.806765"
B02F38NJNF,B0FFK9I5IN,意大利佛罗伦萨市政广场,风景名胜;公园广场;城市广场,深南大道9037号世界之窗,"113.973357,22.533429"
B0FFH82QJ7,B03017V7UQ,长安体育馆东门广场,风景名胜;公园广场;城市广场,长安镇长青北路,"113.799440,22.824651"
B0FFKZKXOX,,华丰经安花园广场,风景名胜;公园广场;城市广场|购物服务;超级市场;超市,吉祥路3-4,"113.940922,22.675163"
B02F38U5VT,B02F38IGU3,大沙河公园-生命广场,风景名胜;公园广场;城市广场,欧翔路与欧环路交叉口南260米,"113.963910,22.556790"
B0FFJRWCDJ,B030105GRV,健身广场,风景名胜;公园广场;城市广场,德政中路214号长安公园内,"113.805642,22.817335"
B0FFKZ85OC,B0FFGIDI0F,科普广场,风景名胜;公园广场;城市广场,怀林路尽头往西直走500米大岭山森林公园内,"113.798300,22.854784"
B0FFK80EOE,B030105GRV,风雅颂广场,风景名胜;公园广场;城市广场,德政中路214号长安公园内,"113.806311,22.815002"
B0HKVDA7L1,B03017W9Q6,山顶广场,风景名胜;公园广场;城市广场,长安镇咸西大道莲花山郊野公园,"113.816298,22.845510"
B0IBMA8AWU,,中惠东南广场,风景名胜;公园广场;城市广场,莞长路与杨花路交叉口南80米,"113.827979,22.837728"
B0HRVOF06G,B0FFFVUT9A,多功能广场,风景名胜;公园广场;城市广场,宏丰路5号星堂公园,"113.825876,22.804272"
B0I64SRME8,B0FFFVUT9A,活动广场,风景名胜;公园广场;城市广场,宏丰路5号星堂公园,"113.825652,22.803676"
B0FFIWHB5N,B030105GRV,普法小广场,风景名胜;公园广场;城市广场,德政中路214号长安公园内,"113.803358,22.817613"
B0FFHRMH7S,,上合创汇文化生活广场,风景名胜;公园广场;城市广场,35区同昌路5号,"113.898586,22.578055"
B0FFFOTYXS,,应人石广场,风景名胜;公园广场;城市广场,天宝路5号,"113.928337,22.643357"
B03018INUR,,杨屋文化广场,风景名胜;公园广场;城市广场,大岭山镇杨屋村,"113.84912,22.856934"
B0FFFV5N68,,366商业文化广场,风景名胜;公园广场;城市广场,同沙路旺棠工业区,"113.949208,22.585499"
B02F38NJK6,B0FFK9I5IN,意大利威尼斯水城圣马可广场,风景名胜;公园广场;城市广场,深南大道9037号世界之窗,"113.974921,22.531796"
B0FFLQEQL8,,涌头地摊广场,风景名胜;公园广场;城市广场,康祥东街银图雅基电器制品厂,"113.835836,22.802576"
B0HRJSL7CC,B0FFL3P2LC,健身广场,风景名胜;公园广场;城市广场,玉泉西路36号玉律公园,"113.895926,22.714227"
B02F38U6BY,,圳美好日子文化广场,风景名胜;公园广场;城市广场,圳美大道与142乡道交汇处西南150米,"113.947771,22.788721"
B0FFFSC26W,,时代休闲广场,风景名胜;公园广场;城市广场,长安镇乌沙兴四路,"113.78823,22.779382"
B02F38OUIL,B0FFFSSP3B,世界之窗-罗马假日广场,风景名胜;公园广场;城市广场,深南大道9037号世界之窗内埃菲尔铁塔下,"113.973820,22.534226"
B0FFFV63UG,B02F37V9FD,凤凰广场福亭,风景名胜;公园广场;城市广场,凤凰路5号附近,"113.836803,22.689753"
